left_knee_angle,right_knee_angle
98.07297884414191,0.15969369872108413
91.15214878854191,0.19411677801562904
105.83215026221019,0.12244978271787609
130.7155795239987,0.010227388269513549
149.2761376296913,0.1203847006800958
136.7849037509894,0.2118406550443804
98.97480125811904,0.24845620052079254
81.74222983530439,0.2500417217106474
168.88392247765572,0.10176272996854165
129.52367411265018,0.2305395841174087
161.97548805276767,0.273824944559013
161.96959950169892,0.2316018467530134
157.6379518196733,0.2202747846959727
146.19525810210953,0.21795836890363532
133.56192241489563,0.11548133292226256
113.37011773958706,0.005013883709598805
102.37069625812353,0.10644420946225856
91.46146231342424,0.18611134126280499
89.78316913529403,0.23006613142024895
89.80661984116237,0.20397200764697002
87.64921405483885,0.18834219314876033
90.05076986814797,0.18399698720422805
93.82846188123155,0.16085772002979973
89.8609840747075,0.09438457851415581
92.43696881502622,0.1299685235320366
95.22299525813075,0.16618413534773296
96.7045525485423,0.16026144742284207
101.47080946275713,0.13723237709509944
103.19921047407543,0.019146735170466736
125.69353902741375,0.08743037555886607
166.50970130843677,0.18709170700259167
145.71503701399416,0.18574979741459832
134.8513410286412,0.2294073910972571
134.24391271921755,0.2444789330135082
165.7444016286323,0.1921999121504591
128.03135786485018,0.16171621809826298
116.108116495456,0.3026758262158561
119.24147067050563,0.33799983137431105
108.04914097176722,0.2958382500138414
149.0910858488732,0.24134246803173032
104.88592077750533,0.1349505873449286
93.59498119300983,0.017731481842639063
96.34545809734142,0.07780988294548888
91.20979182766902,0.12559652431322849
91.53406454369666,0.11487295306708127
84.43784504807908,0.1563454719137134
84.77657074018471,0.1268784108916454
89.83525684573965,0.19250795518608485
87.14896245979983,0.1645742984605641
87.22815087082256,0.16498697832655634
87.2672258061465,0.17138948169127113
87.99260365691104,0.17223106936714802
94.41587965694703,0.1667806438920248
116.77380130461641,0.11541140089008073
129.75028037785282,0.02906636088175783
163.78417231860965,0.17335323983150366
170.19437284740997,0.24917711737769313
171.32726675335527,0.1894400697938292
146.51164863441065,0.2295973594610055
149.67636127612138,0.2330963044202538
84.49461093153121,0.2174249606140389
76.24713258996431,0.3012533237470802
127.34736626619276,0.2708511245860191
177.9601535800574,0.22014804194320053
160.35978609711043,0.19802107674382213
141.36388467569128,0.1524663903530569
126.60654835693198,0.046879779041489295
123.3786786860459,0.008523045712072679
116.23985821919372,0.06445450848313346
90.41835733301792,0.16799342052987237
88.87271146058437,0.18676975807458665
80.22451583912891,0.23212502463690896
87.29226310108693,0.3489685599192129
88.3645552506755,0.2705297227883758
89.6680037536559,0.20072355853459242
91.4508556841652,0.1698360873330946
95.49486433107535,0.16747368991364853
92.89755451871925,0.17185126923972918
115.03714356633101,0.12133414215383863
127.08835760500187,0.005688281833474612
132.55589070577935,0.12657063137890562
173.95523662777316,0.20876253133641137
172.25721779737992,0.1879335274167186
171.78316297823238,0.1865007869362413
175.1940389624783,0.1965395954282034
128.23681698445162,0.40955102867512055
115.63688982215399,0.3883144004010447
128.91671526343316,0.3400810420234231
171.2777066983551,0.2560605853275792
160.0190452793252,0.26016129346858763
162.430096763185,0.24222914107168983
121.46529981682221,0.17015985675834755
105.60228300345652,0.061951253427116985
106.79206105822549,0.00509158413477358
100.6015494630858,0.03631402586762615
93.97858875028737,0.10029457707853369
92.0552379884355,0.14771056748800043
87.66765337750594,0.13480880394916467
86.06450195531455,0.11952495256249243
82.14155441595204,0.03781977937433322
